Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:2468214..2469134:CDS	nc_000913	"cps-53 (kple1) prophage; bactoprenol glucosyl transferase"	nc_000913		
NC_000913:2469131..2470462:CDS	nc_000913	"serotype-specific glucosyl transferase, cps-53 (kple1) prophage"	nc_000913		
NC_000913:2470815..2471105:CDS	nc_000913		nc_000913		
NC_000913:complement(2471077..2471517):CDS	nc_000913	"cps-53 (kple1) prophage; conserved protein"	nc_000913		
NC_000913:complement(2471544..2472122):CDS	nc_000913		nc_000913		
NC_000913:complement(2472118..2472387):CDS	nc_000913		nc_000913		
NC_000913:complement(2472387..2472881):CDS	nc_000913	"cps-53 (kple1) prophage; uncharacterized protein"	nc_000913		
NC_000913:complement(2472878..2473585):CDS	nc_000913		nc_000913		
NC_000913:2473604..2473966:CDS	nc_000913	"cps-53 (kple1) prophage; uncharacterized protein"	nc_000913		
NC_000913:2474032..2474856:CDS	nc_000913	"cps-53 (kple1) prophage; uncharacterized protein"	nc_000913		
NC_000913:2474984..2475520:CDS	nc_000913	"cps-53 (kple1) prophage; conserved protein"	nc_000913		
NC_000913:2475511..2475873:CDS	nc_000913	"cps-53 (kple1) prophage; uncharacterized protein"	nc_000913		
NC_000913:2475873..2476178:CDS	nc_000913	"cps-53 (kple1) prophage; uncharacterized protein"	nc_000913		
NC_000913:2476181..2476231:CDS	nc_000913		nc_000913		
NC_000913:2476310..2476510:CDS	nc_000913	"response regulator inhibitor for tor operon"	nc_000913		
NC_000913:2476584..2476598:tRNA	nc_000913	"trna-other"	nc_000913		
NC_000913:complement(2476694..2477629):CDS	nc_000913	"dsd operon activator; autorepressor"	nc_000913		
NC_000913:2477847..2479184:CDS	nc_000913	"d-serine transporter"	nc_000913		
NC_000913:2479202..2480530:CDS	nc_000913	"d-serine dehydratase"	nc_000913		
NC_000913:complement(2480638..2482176):CDS	nc_000913	"putative multidrug efflux system"	nc_000913		
NC_000913:complement(2482176..2483339):CDS	nc_000913	"multidrug resistance efflux pump membrane fusion protein"	nc_000913		
NC_000913:2483755..2484369:CDS	nc_000913	"response regulator in two-component regulatory system with evgs"	nc_000913		
NC_000913:2484374..2487967:CDS	nc_000913	"hybrid sensory histidine kinase in two-component regulatory system with evga"	nc_000913		
NC_000913:complement(2488023..2489168):CDS	nc_000913	"acetyl-coa:oxalate coa-transferase"	nc_000913		
NC_000913:complement(2489242..2490186):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:complement(2490256..2491950):CDS	nc_000913	"oxalyl coa decarboxylase, thdp-dependent"	nc_000913		
NC_000913:complement(2492004..2493254):CDS	nc_000913	"formyl-coa transferase, nad(p)-binding"	nc_000913		
NC_000913:complement(2493767..2494402):CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:2494698..2494973:CDS	nc_000913	"putative lipoprotein involved in colanic acid biosynthesis"	nc_000913		
NC_000913:complement(2495050..2495292):CDS	nc_000913	"duf2545 family putative inner membrane protein"	nc_000913		
NC_000913:2495645..2496565:CDS	nc_000913	"palmitoleoyl-acyl carrier protein (acp)-dependent acyltransferase"	nc_000913		
NC_000913:2496921..2496992:CDS	nc_000913	"inner membrane protein"	nc_000913		
NC_000913:complement(2497057..2498295):CDS	nc_000913	"glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (gpt); alanine transaminase"	nc_000913		
NC_000913:2498671..2500368:CDS	nc_000913	"sensor kinase regulating yhjx; pyruvate-responsive ypdab two-component system"	nc_000913		
NC_000913:2500383..2501117:CDS	nc_000913	"response regulator activating yhjx; pyruvate-responsive ypdab two-component system"	nc_000913		
NC_000913:2501130..2501987:CDS	nc_000913	"putative dna-binding protein"	nc_000913		
NC_000913:complement(2501990..2504485):CDS	nc_000913	"putative pts enzyme: hpr, enzyme i and iia components"	nc_000913		
NC_000913:complement(2504510..2505547):CDS	nc_000913	"aminopeptidase"	nc_000913		
NC_000913:complement(2505547..2506632):CDS	nc_000913	"xaa-pro aminopeptidase"	nc_000913		
NC_000913:complement(2506647..2507894):CDS	nc_000913	"putative enzyme iic component of pts"	nc_000913		
NC_000913:complement(2507916..2508242):CDS	nc_000913	"putative enzyme iib component of pts"	nc_000913		
NC_000913:complement(2508461..2509426):CDS	nc_000913	"glucokinase"	nc_000913		
NC_000913:2509630..2510886:CDS	nc_000913	"putative ion channel protein"	nc_000913		
NC_000913:2511001..2511327:CDS	nc_000913	"duf2502 family putative periplasmic protein"	nc_000913		
NC_000913:complement(2511468..2512706):CDS	nc_000913	"manganese/divalent cation transporter"	nc_000913		
NC_000913:2513042..2514244:CDS	nc_000913	"nucleoside (except guanosine) transporter"	nc_000913		
NC_000913:2514331..2515443:CDS	nc_000913	"is186 transposase"	nc_000913		
NC_000913:complement(2515643..2517832):CDS	nc_000913	"putative diguanylate cyclase"	nc_000913		
NC_000913:2518467..2518811:CDS	nc_000913	"duf1323 family putative dna-binding protein"	nc_000913		
NC_000913:2518813..2519205:CDS	nc_000913	"duf1323 family putative dna-binding protein"	nc_000913		
NC_000913:complement(2519257..2520672):CDS	nc_000913	"glutamyl-trna synthetase"	nc_000913		
NC_000913:complement(2521593..2522477):CDS	nc_000913	"transcriptional activator of xapab"	nc_000913		
NC_000913:complement(2522729..2523985):CDS	nc_000913	"xanthosine transporter"	nc_000913		
NC_000913:complement(2524045..2524878):CDS	nc_000913	"purine nucleoside phosphorylase 2; nicotinamide 1-beta-d-riboside synthase"	nc_000913		
NC_000913:2525127..2525891:CDS	nc_000913	"putative outer membrane protein"	nc_000913		
NC_000913:complement(2525930..2526856):CDS	nc_000913	"transcriptional regulator of yefh"	nc_000913		
NC_000913:2526946..2527944:CDS	nc_000913	"putative inorganic ion transporter"	nc_000913		
NC_000913:complement(2527941..2528159):CDS	nc_000913	"duf3820 family protein"	nc_000913		
NC_000913:complement(2528161..2530176):CDS	nc_000913	"dna ligase, nad(+)-dependent"	nc_000913		
NC_000913:complement(2530247..2531233):CDS	nc_000913	"ftsz stabilizer"	nc_000913		
NC_000913:2531463..2532224:CDS	nc_000913	"sulfate transporter, sulfite inhibited"	nc_000913		
NC_000913:2532409..2533380:CDS	nc_000913	"cysteine synthase a, o-acetylserine sulfhydrolase a subunit"	nc_000913		
NC_000913:2533764..2534021:CDS	nc_000913	"phosphohistidinoprotein-hexose phosphotransferase component of pts system (hpr)"	nc_000913		
NC_000913:2534066..2535793:CDS	nc_000913	"pep-protein phosphotransferase of pts system (enzyme i)"	nc_000913		
NC_000913:2535834..2536343:CDS	nc_000913	"glucose-specific enzyme iia component of pts"	nc_000913		
NC_000913:complement(2536386..2537237):CDS	nc_000913	"pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase"	nc_000913		
NC_000913:2537342..2537716:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:2537749..2538483:CDS	nc_000913	"wgr domain protein"	nc_000913		
NC_000913:complement(2538672..2539583):CDS	nc_000913	"cysteine synthase b (o-acetylserine sulfhydrolase b)"	nc_000913		
NC_000913:complement(2539717..2540814):CDS	nc_000913	"sulfate/thiosulfate transporter subunit"	nc_000913		
NC_000913:complement(2540804..2541679):CDS	nc_000913	"sulfate/thiosulfate abc transporter permease"	nc_000913		
NC_000913:complement(2541679..2542512):CDS	nc_000913	"sulfate/thiosulfate abc transporter permease"	nc_000913		
NC_000913:complement(2542512..2543528):CDS	nc_000913	"thiosulfate-binding protein"	nc_000913		
NC_000913:complement(2543832..2544623):CDS	nc_000913	"furfural resistance protein, putative short-chain oxidoreductase"	nc_000913		
NC_000913:complement(2544752..2545609):CDS	nc_000913	"repressor for murpq, murnac 6-p inducible"	nc_000913		
NC_000913:2545773..2546669:CDS	nc_000913	"n-acetylmuramic acid 6-phosphate (murnac-6-p) etherase"	nc_000913		
NC_000913:2546673..2548097:CDS	nc_000913	"n-acetylmuramic acid permease, eiibc component, pts system"	nc_000913		
NC_000913:2548102..2549406:CDS	nc_000913	"penicillin binding protein pbp4b; weak dd-carboxypeptidase activity"	nc_000913		
NC_000913:complement(2549646..2550545):CDS	nc_000913	"porphyrinogen oxidase, cytoplasmic"	nc_000913		
NC_000913:complement(2550641..2551216):CDS	nc_000913	"rpoe-regulated lipoprotein"	nc_000913		
NC_000913:complement(2551277..2551726):CDS	nc_000913	"inner membrane protein"	nc_000913		
NC_000913:complement(2551713..2552138):CDS	nc_000913	"gnat family putative n-acetyltransferase"	nc_000913		
NC_000913:2552352..2553221:CDS	nc_000913	"n-acetylmuramoyl-l-alanine amidase i"	nc_000913		
NC_000913:2553225..2554124:CDS	nc_000913	"coproporphyrinogen iii oxidase"	nc_000913		
NC_000913:complement(2554130..2555182):CDS	nc_000913	"eut operon transcriptional activator, arac family"	nc_000913		
NC_000913:complement(2555228..2555728):CDS	nc_000913	"putative ethanol utilization carboxysome structural protein"	nc_000913		
NC_000913:complement(2555741..2556400):CDS	nc_000913	"putative ethanol utilization carboxysome structural protein"	nc_000913		
NC_000913:complement(2556410..2557297):CDS	nc_000913	"ethanolamine ammonia-lyase, small subunit (light chain)"	nc_000913		
NC_000913:complement(2557318..2558679):CDS	nc_000913	"ethanolamine ammonia-lyase, large subunit, heavy chain"	nc_000913		
NC_000913:2558858..2560066:CDS	nc_000913	"cpz-55 prophage; putative phage integrase"	nc_000913		
NC_000913:2560257..2560898:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2561368..2561613:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2561625..2561993:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2562111..2562527:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2562524..2563117:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2563592..2563969:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2563980..2564372:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:2564523..2565332:CDS	nc_000913	"cpz-55 prophage; uncharacterized protein"	nc_000913		
NC_000913:complement(2565481..2566884):CDS	nc_000913	"reactivating factor for ethanolamine ammonia lyase"	nc_000913		
NC_000913:complement(2566881..2568107):CDS	nc_000913	"ethanolamine transporter"	nc_000913		
NC_000913:complement(2568324..2569511):CDS	nc_000913	"ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase"	nc_000913		
NC_000913:complement(2569501..2570337):CDS	nc_000913	"ethanolamine utilization protein, hsp70/actin superfamily protein"	nc_000913		
NC_000913:complement(2570348..2571751):CDS	nc_000913	"aldehyde oxidoreductase, ethanolamine utilization protein"	nc_000913		
NC_000913:complement(2571763..2572050):CDS	nc_000913	"ethanolamine catabolic microcompartment shell protein"	nc_000913		
NC_000913:complement(2572157..2572450):CDS	nc_000913	"ethanolamine utilization protein, putative carboxysome structural protein"	nc_000913		
NC_000913:complement(2572489..2573505):CDS	nc_000913	"phosphate acetyltransferase"	nc_000913		
NC_000913:complement(2573502..2574305):CDS	nc_000913	"cobalamin adenosyltransferase involved in ethanolamine utilization"	nc_000913		
NC_000913:complement(2574302..2575003):CDS	nc_000913	"rmlc-like cupin domain protein"	nc_000913		
NC_000913:complement(2574978..2575457):CDS	nc_000913	"putative p-loop ntpase ethanolamine utilization protein"	nc_000913		
NC_000913:complement(2575470..2575805):CDS	nc_000913	"putative ethanol utilization carboxysome structural protein"	nc_000913		
NC_000913:complement(2576098..2578377):CDS	nc_000913	"malic enzyme: putative oxidoreductase/phosphotransacetylase"	nc_000913		
NC_000913:2578666..2579616:CDS	nc_000913	"transaldolase a"	nc_000913		
NC_000913:2579636..2581639:CDS	nc_000913	"transketolase 2, thiamine triphosphate-binding"	nc_000913		
NC_000913:complement(2581734..2582777):CDS	nc_000913	"duf1176 family protein"	nc_000913		
NC_000913:complement(2582903..2583478):CDS	nc_000913	"gdp-mannose pyrophosphatase"	nc_000913		
NC_000913:complement(2583546..2585525):CDS	nc_000913	"putative oxidoreductase, fes binding subunit/nad/fad-binding subunit"	nc_000913		
NC_000913:2585731..2587431:CDS	nc_000913	"sensory histidine kinase in two-component regulatory system with narp"	nc_000913		
NC_000913:2587595..2590708:CDS	nc_000913	"aminoglycoside/multidrug efflux system"	nc_000913		
NC_000913:complement(2590807..2590866):CDS	nc_000913	"stress-induced small enterobacterial protein"	nc_000913		
NC_000913:2591247..2591603:CDS	nc_000913	"putative arsc family reductase"	nc_000913		
NC_000913:2591607..2592734:CDS	nc_000913	"n-succinyl-diaminopimelate deacylase"	nc_000913		
NC_000913:2592762..2592962:CDS	nc_000913	"putative membrane protein, upf0370 family"	nc_000913		
NC_000913:complement(2593072..2593770):CDS	nc_000913	"palmitoyl-coa esterase activity, uncertain physiological substrate"	nc_000913		
NC_000913:complement(2593844..2595859):CDS	nc_000913	"elongator methionine trna (ac4c34) acetyltransferase"	nc_000913		
NC_000913:complement(2595874..2596737):CDS	nc_000913	"putative neutral zinc metallopeptidase"	nc_000913		
NC_000913:complement(2596905..2597618):CDS	nc_000913	"phosphoribosylaminoimidazole-succinocarboxamide synthetase"	nc_000913		
NC_000913:complement(2597831..2598865):CDS	nc_000913	"bamabcde complex om biogenesis lipoprotein"	nc_000913		
NC_000913:complement(2598882..2599760):CDS	nc_000913	"dihydrodipicolinate synthase"	nc_000913		
NC_000913:2599906..2600478:CDS	nc_000913	"transcriptional repressor, regulatory protein accessory to gcva"	nc_000913		
NC_000913:2600478..2600948:CDS	nc_000913	"peroxiredoxin; thiol peroxidase, thioredoxin-dependent"	nc_000913		
NC_000913:2601201..2601818:CDS	nc_000913	"hydrogenase 4, 4fe-4s subunit"	nc_000913		
NC_000913:2601818..2603836:CDS	nc_000913	"hydrogenase 4, membrane subunit"	nc_000913		
NC_000913:2603847..2604794:CDS	nc_000913	"hydrogenase 4, membrane subunit"	nc_000913		
NC_000913:2604811..2606250:CDS	nc_000913	"hydrogenase 4, membrane subunit"	nc_000913		
NC_000913:2606262..2606912:CDS	nc_000913	"hydrogenase 4, membrane subunit"	nc_000913		
NC_000913:2606917..2608497:CDS	nc_000913	"hydrogenase 4, membrane subunit"	nc_000913		
NC_000913:2608487..2610154:CDS	nc_000913	"hydrogenase 4, subunit"	nc_000913		
NC_000913:2610164..2610709:CDS	nc_000913	"hydrogenase 4, fe-s subunit"	nc_000913		
NC_000913:2610706..2611464:CDS	nc_000913	"hydrogenase 4, fe-s subunit"	nc_000913		
NC_000913:2611457..2611870:CDS	nc_000913	"putative processing element hydrogenase 4"	nc_000913		
NC_000913:2611900..2613912:CDS	nc_000913	"hydrogenase-4 transcriptional activator"	nc_000913		
NC_000913:2613934..2614782:CDS	nc_000913	"putative formate transporter"	nc_000913		
NC_000913:complement(2614820..2615881):CDS	nc_000913	"putative upf0118 family inner membrane permease"	nc_000913		
NC_000913:2616094..2617557:CDS	nc_000913	"om protein maintenance and assembly metalloprotease and chaperone, periplasmic"	nc_000913		
NC_000913:2617578..2617937:CDS	nc_000913	"putative oxidoreductase"	nc_000913		
NC_000913:complement(2618075..2618776):CDS	nc_000913	"atpase regulatory factor involved in dnaa inactivation"	nc_000913		
NC_000913:complement(2618871..2620160):CDS	nc_000913	"uracil permease"	nc_000913		
NC_000913:complement(2620246..2620872):CDS	nc_000913	"uracil phosphoribosyltransferase"	nc_000913		
NC_000913:2621197..2622234:CDS	nc_000913	"phosphoribosylaminoimidazole synthetase"	nc_000913		
NC_000913:2622234..2622872:CDS	nc_000913	"phosphoribosylglycinamide formyltransferase 1"	nc_000913		
NC_000913:2623044..2625110:CDS	nc_000913	"polyphosphate kinase, component of rna degradosome"	nc_000913		
NC_000913:2625115..2626656:CDS	nc_000913	"exopolyphosphatase"	nc_000913		
NC_000913:complement(2626695..2628938):CDS	nc_000913	"cyclic-di-gmp phosphodiesterase, anaerobic"	nc_000913		
NC_000913:2629290..2629481:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:2629792..2630310:CDS	nc_000913	"outer membrane integrity lipoprotein"	nc_000913		
NC_000913:2630326..2630865:CDS	nc_000913	"nalidixic acid resistance protein, putative periplasmic protein"	nc_000913		
NC_000913:complement(2630958..2632535):CDS	nc_000913	"gmp synthetase (glutamine aminotransferase)"	nc_000913		
NC_000913:complement(2632604..2634070):CDS	nc_000913	"imp dehydrogenase"	nc_000913		
NC_000913:2634232..2635602:CDS	nc_000913	"exonuclease vii, large subunit"	nc_000913		
NC_000913:complement(2635599..2635814):CDS	nc_000913	"duf1407 family protein"	nc_000913		
NC_000913:complement(2635884..2637356):CDS	nc_000913	"gtpase; multicopy suppressor of ftsj"	nc_000913		
NC_000913:complement(2637474..2638652):CDS	nc_000913	"bamabcde complex om biogenesis lipoprotein"	nc_000913		
NC_000913:complement(2638663..2639283):CDS	nc_000913	"ancillary secyeg translocon subunit; putative anti-rcsb factor"	nc_000913		
NC_000913:complement(2639301..2640575):CDS	nc_000913	"histidyl trna synthetase"	nc_000913		
NC_000913:complement(2640686..2641804):CDS	nc_000913	"1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase"	nc_000913		
NC_000913:complement(2641831..2642844):CDS	nc_000913	"mreb assembly cytoskeletal protein"	nc_000913		
NC_000913:complement(2643129..2644283):CDS	nc_000913	"dual specificity 23s rrna m(2)a2503, trna m(2)a37 methyltransferase, sam-dependent"	nc_000913		
NC_000913:complement(2644433..2644864):CDS	nc_000913	"multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase"	nc_000913		
