Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:189874..190599:CDS	nc_000913 & bop27	"30s ribosomal subunit protein s2" || "30s ribosomal subunit protein s2"	nc_000913 || bop27		
NC_000913:190857..191708:CDS	nc_000913 & bop27	"translation elongation factor ef-ts" || "translation elongation factor ef-ts"	nc_000913 || bop27		
NC_000913:191855..192580:CDS	nc_000913 & bop27	"uridylate kinase" || "uridylate kinase"	nc_000913 || bop27		
NC_000913:192872..193429:CDS	nc_000913 & bop27	"ribosome recycling factor" || "ribosome recycling factor"	nc_000913 || bop27		
NC_000913:193521..194717:CDS	nc_000913 & bop27	"1-deoxy-d-xylulose 5-phosphate reductoisomerase" || "1-deoxy-d-xylulose 5-phosphate reductoisomerase"	nc_000913 || bop27		
NC_000913:194903..195664:CDS	nc_000913 & bop27	"undecaprenyl pyrophosphate synthase" || "undecaprenyl pyrophosphate synthase"	nc_000913 || bop27		
NC_000913:195677..196534:CDS	nc_000913 & bop27	"cdp-diglyceride synthase" || "cdp-diglyceride synthase"	nc_000913 || bop27		
NC_000913:196546..197898:CDS	nc_000913 & bop27	"inner membrane zinc rip metalloprotease; rpoe activator, by degrading rsea; cleaved signal peptide endoprotease" || "inner membrane zinc rip metalloprotease; rpoe activator, by degrading rsea; cleaved signal peptide endoprotease"	nc_000913 || bop27		
NC_000913:197928..200360:CDS	nc_000913 & bop27	"bamabcde complex om biogenesis outer membrane pore-forming assembly factor" || "bamabcde complex om biogenesis outer membrane pore-forming assembly factor"	nc_000913 || bop27		
NC_000913:200482..200967:CDS	nc_000913 & bop27	"periplasmic chaperone" || "periplasmic chaperone"	nc_000913 || bop27		
NC_000913:200971..201996:CDS	nc_000913 & bop27	"udp-3-o-(3-hydroxymyristoyl)-glucosamine n-acyltransferase" || "udp-3-o-(3-hydroxymyristoyl)-glucosamine n-acyltransferase"	nc_000913 || bop27		
NC_000913:202101..202556:CDS	nc_000913 & bop27	"(3r)-hydroxymyristol acyl carrier protein dehydratase" || "(3r)-hydroxymyristol acyl carrier protein dehydratase"	nc_000913 || bop27		
NC_000913:202560..203348:CDS	nc_000913 & bop27	"udp-n-acetylglucosamine acetyltransferase" || "udp-n-acetylglucosamine acetyltransferase"	nc_000913 || bop27		
NC_000913:203348..204496:CDS	nc_000913 & bop27	"tetraacyldisaccharide-1-p synthase" || "tetraacyldisaccharide-1-p synthase"	nc_000913 || bop27		
NC_000913:204493..205089:CDS	nc_000913 & bop27	"ribonuclease hii, degrades rna of dna-rna hybrids" || "ribonuclease hii, degrades rna of dna-rna hybrids"	nc_000913 || bop27		
NC_000913:205126..208608:CDS	nc_000913 & bop27	"dna polymerase iii alpha subunit" || "dna polymerase iii alpha subunit"	nc_000913 || bop27		
NC_000913:208621..209580:CDS	nc_000913 & bop27	"acetyl-coa carboxylase, carboxytransferase, alpha subunit" || "acetyl-coa carboxylase, carboxytransferase, alpha subunit"	nc_000913 || bop27		
NC_000913:209679..211820:CDS	nc_000913 & bop27	"lysine decarboxylase 2, constitutive" || "lysine decarboxylase 2, constitutive"	nc_000913 || bop27		
NC_000913:211877..212266:CDS	nc_000913 & bop27	"putative lyase" || "putative lyase"	nc_000913 || bop27		
NC_000913:212331..213629:CDS	nc_000913 & bop27	"trna(ile)-lysidine synthetase" || "trna(ile)-lysidine synthetase"	nc_000913 || bop27		
NC_000913:complement(213678..213932):CDS	nc_000913 & bop27	"modulator of rho-dependent transcription termination" || "modulator of rho-dependent transcription termination"	nc_000913 || bop27		
NC_000913:complement(213925..214125):CDS	nc_000913 & bop27	"upf0253 family protein" || "upf0253 family protein"	nc_000913 || bop27		
NC_000913:214291..214836:CDS	nc_000913 & bop27	"pddexk superfamily protein" || "pddexk superfamily protein"	nc_000913 || bop27		
NC_000913:214833..215255:CDS	nc_000913 & bop27	"alternative stalled-ribosome rescue factor b; peptidyl-trna hydrolase, ribosome-attached" || "alternative stalled-ribosome rescue factor b; peptidyl-trna hydrolase, ribosome-attached"	nc_000913 || bop27		
NC_000913:215269..215979:CDS	nc_000913 & bop27	"lipoprotein involved with copper homeostasis and adhesion" || "lipoprotein involved with copper homeostasis and adhesion"	nc_000913 || bop27		
NC_000913:complement(216179..217003):CDS	nc_000913 & bop27	"putative lipoprotein" || "putative lipoprotein"	nc_000913 || bop27		
NC_000913:complement(217057..218775):CDS	nc_000913 & bop27	"prolyl-trna synthetase" || "prolyl-trna synthetase"	nc_000913 || bop27		
NC_000913:complement(218887..219594):CDS	nc_000913 & bop27	"trna-thr(ggu) m(6)t(6)a37 methyltransferase, sam-dependent" || "trna-thr(ggu) m(6)t(6)a37 methyltransferase, sam-dependent"	nc_000913 || bop27		
NC_000913:complement(219591..219995):CDS	nc_000913 & bop27	"putative outer membrane protein" || "putative outer membrane protein"	nc_000913 || bop27		
NC_000913:complement(220113..220928):CDS	nc_000913 & bop27	"dl-methionine transporter subunit" || "dl-methionine transporter subunit"	nc_000913 || bop27		
NC_000913:complement(220968..221621):CDS	nc_000913 & bop27	"dl-methionine transporter subunit" || "dl-methionine transporter subunit"	nc_000913 || bop27		
NC_000913:complement(221614..222645):CDS	nc_000913 & bop27	"dl-methionine transporter subunit" || "dl-methionine transporter subunit"	nc_000913 || bop27		
NC_000913:222833..223408:CDS	nc_000913 & bop27	"d,d-heptose 1,7-bisphosphate phosphatase" || "d,d-heptose 1,7-bisphosphate phosphatase"	nc_000913 || bop27		
NC_000913:223771..225312:rRNA	nc_000913 & bop27	"16s ribosomal rna of rrnh operon" || "16s ribosomal rna of rrnh operon"	nc_000913 || bop27		
NC_000913:225381..225457:tRNA	nc_000913 & bop27	"trna-ile" || "trna-ile"	nc_000913 || bop27		
NC_000913:225500..225575:tRNA	nc_000913 & bop27	"trna-ala" || "trna-ala"	nc_000913 || bop27		
NC_000913:225759..228662:rRNA	nc_000913 & bop27	"23s ribosomal rna of rrnh operon" || "23s ribosomal rna of rrnh operon"	nc_000913 || bop27		
NC_000913:228756..228875:rRNA	nc_000913 & bop27	"5s ribosomal rna of rrnh operon" || "5s ribosomal rna of rrnh operon"	nc_000913 || bop27		
NC_000913:228928..229004:tRNA	nc_000913 & bop27	"trna-asp" || "trna-asp"	nc_000913 || bop27		
NC_000913:229167..229970:CDS	nc_000913 & bop27	"2,5-diketo-d-gluconate reductase b" || "2,5-diketo-d-gluconate reductase b"	nc_000913 || bop27		
NC_000913:complement(229967..230881):CDS	nc_000913 & bop27	"lysr family putative transcriptional regulator" || "lysr family putative transcriptional regulator"	nc_000913 || bop27		
NC_000913:231122..231922:CDS	nc_000913 & bop27	"endo/exonuclease/phosphatase family protein" || "endo/exonuclease/phosphatase family protein"	nc_000913 || bop27		
NC_000913:231926..232549:CDS	nc_000913 & bop27	"putative s-adenosyl-l-methionine-dependent methyltransferase" || "putative s-adenosyl-l-methionine-dependent methyltransferase"	nc_000913 || bop27		
NC_000913:complement(232597..233955):CDS	nc_000913 & bop27	"putative membrane-bound lytic murein transglycosylase d" || "putative membrane-bound lytic murein transglycosylase d"	nc_000913 || bop27		
NC_000913:complement(234027..234782):CDS	nc_000913 & bop27	"hydroxyacylglutathione hydrolase" || "hydroxyacylglutathione hydrolase"	nc_000913 || bop27		
NC_000913:234816..235538:CDS	nc_000913 & bop27	"putative s-adenosyl-l-methionine-dependent methyltransferase" || "putative s-adenosyl-l-methionine-dependent methyltransferase"	nc_000913 || bop27		
NC_000913:complement(235535..236002):CDS	nc_000913 & bop27	"ribonuclease hi, degrades rna of dna-rna hybrids" || "ribonuclease hi, degrades rna of dna-rna hybrids"	nc_000913 || bop27		
NC_000913:236067..236798:CDS	nc_000913 & bop27	"dna polymerase iii epsilon subunit" || "dna polymerase iii epsilon subunit"	nc_000913 || bop27		
NC_000913:236931..237007:tRNA	nc_000913 & bop27	"trna-asp" || "trna-asp"	nc_000913 || bop27		
NC_000913:237335..238120:CDS	nc_000913 & bop27	"lipoprotein" || "lipoprotein"	nc_000913 || bop27		
NC_000913:complement(238257..238736):CDS	nc_000913 & bop27	"lethality reduction protein, putative inner membrane protein" || "lethality reduction protein, putative inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(239419..240189):CDS	nc_000913 & bop27	"putative nad(p)-binding c-n hydrolase family amidase" || "putative nad(p)-binding c-n hydrolase family amidase"	nc_000913 || bop27		
NC_000913:240343..240816:CDS	nc_000913 & bop27	"inhibitor of c-type lysozyme, periplasmic" || "inhibitor of c-type lysozyme, periplasmic"	nc_000913 || bop27		
NC_000913:complement(240859..243303):CDS	nc_000913 & bop27	"acyl coenzyme a dehydrogenase" || "acyl coenzyme a dehydrogenase"	nc_000913 || bop27		
NC_000913:243543..244121:CDS	nc_000913 & bop27	"d-sedoheptulose 7-phosphate isomerase" || "d-sedoheptulose 7-phosphate isomerase"	nc_000913 || bop27		
NC_000913:244327..245094:CDS	nc_000913 & bop27	"type 2 glutamine amidotransferase family protein" || "type 2 glutamine amidotransferase family protein"	nc_000913 || bop27		
NC_000913:complement(245065..245805):CDS	nc_000913 & bop27	"l,d-transpeptidase-related protein" || "l,d-transpeptidase-related protein"	nc_000913 || bop27		
NC_000913:complement(245961..246239):CDS	nc_000913 & bop27	"mrna interferase toxin of toxin-antitoxin pair yafq/dinj" || "mrna interferase toxin of toxin-antitoxin pair yafq/dinj"	nc_000913 || bop27		
NC_000913:complement(246242..246502):CDS	nc_000913 & bop27	"antitoxin of yafq-dinj toxin-antitoxin system" || "antitoxin of yafq-dinj toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:246712..247461:CDS	nc_000913 & bop27	"putative lipoprotein and c40 family peptidase" || "putative lipoprotein and c40 family peptidase"	nc_000913 || bop27		
NC_000913:247637..248134:CDS	nc_000913 & bop27	"rayt rep element-mobilizing transposase; tnpa(rep)" || "rayt rep element-mobilizing transposase; tnpa(rep)"	nc_000913 || bop27		
NC_000913:250898..251953:CDS	nc_000913 & bop27	"dna polymerase iv" || "dna polymerase iv"	nc_000913 || bop27		
NC_000913:252005..252298:CDS	nc_000913 & bop27	"antitoxin of the yafo-yafn toxin-antitoxin system" || "antitoxin of the yafo-yafn toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:252301..252699:CDS	nc_000913 & bop27	"mrna interferase toxin of the yafo-yafn toxin-antitoxin system" || "mrna interferase toxin of the yafo-yafn toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:252709..253161:CDS	nc_000913 & bop27	"gnat family putative n-acetyltransferase" || "gnat family putative n-acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(254259..255716):CDS	nc_000913 & bop27	"aminoacyl-histidine dipeptidase (peptidase d)" || "aminoacyl-histidine dipeptidase (peptidase d)"	nc_000913 || bop27		
NC_000913:255977..256435:CDS	nc_000913 & bop27	"xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase" || "xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase"	nc_000913 || bop27		
NC_000913:256527..257771:CDS	nc_000913 & bop27	"fermentation-respiration switch protein; pts enzyme iia(glc)-binding protein; pnp-butyrate esterase activity" || "fermentation-respiration switch protein; pts enzyme iia(glc)-binding protein; pnp-butyrate esterase activity"	nc_000913 || bop27		
NC_000913:complement(259045..260100):CDS	nc_000913 & bop27	"outer membrane phosphoporin protein e" || "outer membrane phosphoporin protein e"	nc_000913 || bop27		
NC_000913:260388..261491:CDS	nc_000913 & bop27	"gamma-glutamate kinase" || "gamma-glutamate kinase"	nc_000913 || bop27		
NC_000913:261503..262756:CDS	nc_000913 & bop27	"gamma-glutamylphosphate reductase" || "gamma-glutamylphosphate reductase"	nc_000913 || bop27		
NC_000913:262871..262946:tRNA	nc_000913 & bop27	"trna-thr" || "trna-thr"	nc_000913 || bop27		
NC_000913:complement(263328..263669):CDS	nc_000913 & bop27	"cp4-6 prophage; toxin of the ykfi-yafw toxin-antitoxin system" || "cp4-6 prophage; toxin of the ykfi-yafw toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:complement(263690..264007):CDS	nc_000913 & bop27	"cp4-6 prophage; antitoxin of the ykfi-yafw toxin-antitoxin system" || "cp4-6 prophage; antitoxin of the ykfi-yafw toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:complement(264026..264247):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(264256..264732):CDS	nc_000913 & bop27	"cp4-6 prophage; radc-like jab domain protein" || "cp4-6 prophage; radc-like jab domain protein"	nc_000913 || bop27		
NC_000913:complement(264748..265206):CDS	nc_000913 & bop27	"cp4-6 prophage; uncharacterized protein" || "cp4-6 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(265304..265543):CDS	nc_000913 & bop27	"cp4-6 prophage; uncharacterized protein" || "cp4-6 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(265620..266087):CDS	nc_000913 & bop27	"cp4-6 prophage; uncharacterized protein" || "cp4-6 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(266110..266553):CDS	nc_000913 & bop27	"lipoprotein, inner membrane; degp regulator; cp4-6 prophage" || "lipoprotein, inner membrane; degp regulator; cp4-6 prophage"	nc_000913 || bop27		
NC_000913:complement(267184..268005):CDS	nc_000913 & bop27	"cp4-6 prophage; conserved protein" || "cp4-6 prophage; conserved protein"	nc_000913 || bop27		
NC_000913:complement(268097..268960):CDS	nc_000913 & bop27	"cp4-6 prophage; putative gtp-binding protein" || "cp4-6 prophage; putative gtp-binding protein"	nc_000913 || bop27		
NC_000913:complement(269289..270182):CDS	nc_000913 & bop27	"cp4-6 prophage; putative dna-binding transcriptional regulator" || "cp4-6 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:270603..271754:CDS	nc_000913 & bop27	"is30 transposase" || "is30 transposase"	nc_000913 || bop27		
NC_000913:272580..272654:ncRNA	nc_000913 & bop27	"novel srna, function unknown, cp4-6 propahge" || "novel srna, function unknown, cp4-6 propahge"	nc_000913 || bop27		
NC_000913:complement(274101..275117):CDS	nc_000913 & bop27	"is5 transposase and trans-activator" || "is5 transposase and trans-activator"	nc_000913 || bop27		
NC_000913:275325..276728:CDS	nc_000913 & bop27	"cp4-6 prophage; putative s-methylmethionine transporter" || "cp4-6 prophage; putative s-methylmethionine transporter"	nc_000913 || bop27		
NC_000913:276715..277647:CDS	nc_000913 & bop27	"cp4-6 prophage; s-methylmethionine:homocysteine methyltransferase" || "cp4-6 prophage; s-methylmethionine:homocysteine methyltransferase"	nc_000913 || bop27		
NC_000913:complement(277756..278802):CDS	nc_000913 & bop27	"cp4-6 prophage; putative ferric transporter subunit" || "cp4-6 prophage; putative ferric transporter subunit"	nc_000913 || bop27		
NC_000913:complement(279178..279681):CDS	nc_000913 & bop27	"is1 transposase b" || "is1 transposase b"	nc_000913 || bop27		
NC_000913:complement(279600..279875):CDS	nc_000913 & bop27	"is1 repressor tnpa" || "is1 repressor tnpa"	nc_000913 || bop27		
NC_000913:complement(280829..281983):CDS	nc_000913 & bop27	"cp4-6 prophage; putative dna-binding transcriptional regulator" || "cp4-6 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:282278..283186:CDS	nc_000913 & bop27	"2-keto-3-deoxy gluconate (kdg) aldolase; cp4-6 prophage" || "2-keto-3-deoxy gluconate (kdg) aldolase; cp4-6 prophage"	nc_000913 || bop27		
NC_000913:283201..285168:CDS	nc_000913 & bop27	"cp4-6 prophage; dehydratase family protein" || "cp4-6 prophage; dehydratase family protein"	nc_000913 || bop27		
NC_000913:285395..286777:CDS	nc_000913 & bop27	"cp4-6 prophage; putative sugar transporter" || "cp4-6 prophage; putative sugar transporter"	nc_000913 || bop27		
NC_000913:286789..288399:CDS	nc_000913 & bop27	"cp4-6 prophage; putative xylosidase/arabinosidase" || "cp4-6 prophage; putative xylosidase/arabinosidase"	nc_000913 || bop27		
NC_000913:complement(288404..289162):CDS	nc_000913 & bop27	"cp4-6 prophage; putative dna-binding transcriptional regulator" || "cp4-6 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:complement(289301..290305):CDS	nc_000913 & bop27	"ornithine carbamoyltransferase 2, chain f; cp4-6 prophage" || "ornithine carbamoyltransferase 2, chain f; cp4-6 prophage"	nc_000913 || bop27		
NC_000913:complement(290649..291152):CDS	nc_000913 & bop27	"is1 transposase b" || "is1 transposase b"	nc_000913 || bop27		
NC_000913:complement(291071..291346):CDS	nc_000913 & bop27	"is1 repressor tnpa" || "is1 repressor tnpa"	nc_000913 || bop27		
NC_000913:complement(292322..292948):CDS	nc_000913 & bop27	"cp4-6 prophage; conserved protein" || "cp4-6 prophage; conserved protein"	nc_000913 || bop27		
NC_000913:complement(293220..293918):CDS	nc_000913 & bop27	"cp4-6 prophage; dna-binding protein" || "cp4-6 prophage; dna-binding protein"	nc_000913 || bop27		
NC_000913:complement(293945..294799):CDS	nc_000913 & bop27	"cp4-6 prophage; uncharacterized protein" || "cp4-6 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(295139..295579):CDS	nc_000913 & bop27	"cp4-6 prophage; uncharacterized protein" || "cp4-6 prophage; uncharacterized protein"	nc_000913 || bop27		
